Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Dat,Status,Lgt,N_characters,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,PT_FSP,PT_ISP,PT_IPP,PT_UTE,LinkNatProcess,LocaleName,LocaleNat,LatDec,LongDec,Mediator,MedCentState,MedRegState,MedLocState,MedLocArmed,MedReDomEld,MedLocCivSoc,MedIntActor,MedOtherUnclear,CentState,RegState,LocState,LocArmedGr,ReDomEld,LocComSoc,IntActor,OthActor,RitPray,Grieve,Cattle,Cover
South Sudan/Sudan/Southern Kordofan - Blue Nile - Abyei,Inter-group,111,Kordofan - Blue Nile - Abyei process,Africa (excl MENA),1672,1,Joint Final Communique and Resolutions: Dinka Malual and Misseriyya Grassroots Peace Conference ,14/11/2008,Multiparty signed/agreed,7,11598,SubPar,MultIss,"Dinka Malual and Messiriya Al Humus of Al Fiyareen and Awlad Kamil
Signatories:
Dinka:
Chief Acien Acien Yor
Chief Makuac Makuac Kuol

Misseriya:
Amir Harika Osman
Amir Ismail M. Yousif","Witnesses:
H.E. Maj. Gen. Paul Malong Awan, Governor NBGS
Mr Aldo Ajou Deng, Chair DMMPC
Mr Marko Ujomo, Adviser WBGS
Hon El Taher El Rigig El Haj

Mr. Omer Sulieman Adam, Governor SKS
Mr. Alkhair A. El Makki, D/Chair DMMPC
John Marks, USAID
Hon Garang Jal Akuer",CPA; ,SDN,,625,,11345,,,,No,1,0,0,0,1,Southern Kordofan (Sudan) - Northern Bahr al Ghazal (South Sudan) border area,Region,9.482665,27.970404,"Facilitators: Leadership of the Joint Committee led by Mr Aldo Ajou Deng and Hon Alkhair Al Faheim El Makki, Lt. Gen. (RT) Abdel Rahman and Dr. Dhieu Mathok Diing, planning and supervision; Policy Advocacy and Strategic Studies (PASS) [NGO]

Funders: USAID, RACDO/AEM, Government of NBGS and Southern Kordofan State

Logistical supporter: supported by Sudan Peoples' Liberation Movement (SPLM) with flights",0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0
South Sudan/Sudan/Southern Kordofan - Blue Nile - Abyei,Inter-group,24,South Sudan: Pre-secession Local Peace Processes,Africa (excl MENA),2531,7,Agok Declaration,02/06/2003,Multiparty signed/agreed,4,11876,SubPar,MultIss,"Agreement not signed due to nature, but the declaration notes the following:

Page 1, Preamble:
...
The contribution of the local people of Abyei was central to the success of the Conference, which brought together over 700 participants in a democratic and popular forum that addressed fundamental issues facing the area and the country. 

Page 4, 
...
We, the Ngok of Abyei, resoundingly endorse these resolutions and call upon our friends everywhere to exercise their good will and actively promote efforts towards a just and lasting peace in Sudan.


This communique was presented to the full plenary on the closing day of the Ngok of Abyei People's Conference where it was unanimously endorsed and popularly adopted at 8:30 in the evening on June 7th, 2003, after 6 days of deliberation.

","Sudan Peace Fund of the United States Government

Official Italian Observer to the IGAD Peace Forum",,SSD,SDN,626,625,309,N/A,N/A,N/A,No,1,0,0,0,1,Abyei County,Region,9.5924,28.4402,"Page 1, I. Preamble:
...was sponsored by the Sudan Peace Fund of the United States Government, which is implemented through a consortium of international and indigenous non-governmental organizations.",0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0
South Sudan/Sudan/Southern Kordofan - Blue Nile - Abyei,Inter-group,24,South Sudan: Pre-secession Local Peace Processes,Africa (excl MENA),2522,7,Oath Ratification ,31/01/2002,Multiparty signed/agreed,1,952,SubPar,MultIss,Signed by 11 tribes leaders from both sides,"Brig. Abdel Rahman Hassan Omer
Commissioner of Abbiey region
",,SSD,SDN,626,625,309,N/A,N/A,,No,0,0,1,0,0,Mugland and Abbiey,Region,9.132,29.7193,"Brig. Abdel Rahman Hassan Omer

Commissioner of Abbiey region",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
South Sudan/Sudan/Southern Kordofan - Blue Nile - Abyei,Inter-group,24,South Sudan: Pre-secession Local Peace Processes,Africa (excl MENA),2521,7,"Convention for fraternity and peaceful co-existence between Messiriya Tribes, (Ajaira) and the Denka of Abyei: 3 – 11 October 2001",11/10/2001,Multiparty signed/agreed,1,3373,SubPar,MultIss,Messeriya tribes (Ajaira) and the Dinka of Abyei ,,"Page 1, Reccomendations:,
The [Muglad] conference recommends the following:,
...8.Formation of a committee from both tribes and to let them understand the contents of the Convention for Fraternal and Peaceful Coexistence. ",SSD,SDN,626,625,309,N/A,N/A,N/A,No,0,0,1,0,0,Abyei,Region,11.0337,27.746185,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
South Sudan/Sudan/Southern Kordofan - Blue Nile - Abyei,Inter-group,24,South Sudan: Pre-secession Local Peace Processes,Africa (excl MENA),2523,7,Peace Agreement,04/04/2000,Multiparty signed/agreed,2,3064,SubPar,MultIss,"Dinka (Abyei, Tweig and Gourgrial) and the Messireya, under the supervision of 2 IC - for Brigadier 8 Commander Simon Deng Sawein.

The Signatories are:
1.	Mr. James Paul Adyang — President/Head of the committee
2.	Mr. Lozario Deng Bak — Deputy
3.	Sultan Chiri Majok Athwai — Member
4.	Al Amir and Sultan Garang Choi Bol — Member
5.	Al Amir and Sultan Nyol Tag — Member
6.	Mr. Deng Nyol Mathiang — Member
7.	Major Ngok Chiri Deng — Member
8.	Captain Juma'a Rehan Deng — Member
9.	Captain Deng Deng Ajak — Member
10.	Captain Gabriel Majak Malit — Member
11.	Captain Bol Bol Atem — Member
12.	First Lieutenant Alol Mayen Maraj

From the Messireya side, the following members signed the agreement:
1.	Mougdam Hamad Shakin
2.	Deij Osman Jama'a
3.	Jama'a Deiar Jama'a
4.	... Adam Madou
5.	Najeib Ousar Adam
6.	Al Dibeib Ahmed Na'em
7.	Ahmed Takou Khlaifa
8.	A/Rahman Houb Allah Jamal
9.	Dageein Doudou Ahmed
",,,SSD,SDN,626,625,309,NA,N/A,N/A,No,0,0,1,0,0,"Abeyi, Tweig and Gougrial",Region,9.5167,28.6333,"Page 1, 
This agreement began on the 12th April, 2000 in Mulwal Agak area under the supervision of 2 IC — for Brigadier 8 Commander Simon Deng Sawein between the two opponents/ fighting parties:...

Page 1,
...This agreement was signed by the concerned parties under the supervision of alternate commander Simon Deng 2 IC — for Brigadier 8...",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
Sudan,Inter-group,111,Kordofan - Blue Nile - Abyei process,Africa (excl MENA),1820,1,Final Communique of the Reconciliation Conference between the Misseriyya Tribes; the Awlad Hayban and Awlad Serur and al-Metanin,01/03/2013,Multiparty signed/agreed,10,15047,SubPar,MultIss,"1. Amir Abd al-Moneim Musi El Shwayn, Amir of Amirs for the al-Matenin
2. Amir Ismail Besharah El Safy, Amir of Amirs for the Awlad Hayban
3. Amir El Tijany Mohamed Ahmed, Amir of Amirs for the Awlad Serur","Witnesses:
Minister of Decentralized Government, Hasbu Muhammad Abd al-Rahman
Acting Governor of East Darfur, Ahmed Kubar Jibril
Governor of South Kordofan, Maulana Ahmed Muhammad Hurun
Chairman of the Good Offices Committee, Dr Abd al-Hamid Musi Kasha
Chairman of the Preparatory Committee, Amir Mukhtar Babu Namr
Chairman of the Legal Department of East Darfur State
Chairman of the Legal Department of South Kordofan State
Vice President of the Republic, Dr al-Haj Adam Yusuf

Other participants [not signatures]
Dr. Nafie Ali Nafie, Assistant President of the Republic
A number of ministers, ministers of state, governor of South Kordofan and acting governor of East Darfur, a number of members of the governments of South Kordofan and East Darfur, and dignitaries of the civil administration in South Kordofan and East Darfur, and a party [representing] the people of South Kordofan and East Darfur ",Decisions of the White Conference of July 2011 [not available online in either English or Arabic],SDN,,625,,NA,NA,NA,NA,No,1,0,0,0,0,"El Fula, South Kordofan",Region,11.723855,28.349603,Facilitator: Committee of Good Offices; al-Ajaweed Committee; [Committee of] Reconciliation and Peaceful Coexistence in South Kordofan,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0
Sudan/Darfur,Inter-group,165,Sudan Local Processes,Africa (excl MENA),2414,6,Non-aggression document by the components of the Misterei region (West Darfur Misterei Agreement),15/12/2021,Multiparty signed/agreed,2,1798,SubPar,Iss,"The list of signatories: 

Sultan Saad Abd al-Rahman Bahr al-Din 

Colonel Musa Hamid 

Representatives of four armed movements; JEM (Justice and Equality Movement), GSLF (Gathering of the Sudan Liberation Forces), Sudanese Alliance and Sudan Liberation Army / Minni Minawi (SLA/MM). 

Mustafa al-Jamil

Badr Ishaq Ushar

Tijani al-Tahir Karshum 

Muhammad Adam Yahya","Witnessed by the Sultan Bahr al-Din, Colonel Musa Hamid Duday, the representatives of JEM (Justice and Equality Movement), GSLF (Gathering of the Sudan Liberation Forces), Sudanese Alliance and Sudan Liberation Army / Minni Minawi (SLA/MM)",,SDN,,625,,309,N/A,N/A,N/A,No,1,0,0,0,0,Misterei,Region,13.1253,22.15805,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2345,5,Agreement between Tahrir al-Sham and operations room Fathbatu,26/06/2020,Multiparty signed/agreed,1,3262,Cea,Ceas,"From Tahrir al-Sham
Abu Hafs Nibsh

From Operations Room Fathbatu
Abu Abdul al-Allah al-Suri",,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,Arab Saeed and Al-Roj Plain,Region,35.957064,36.551876,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2285,3,Agreement of reconciliation between Hurras al-Din and Hayat Tahrir al-Sham in the countryside of Aleppo,08/02/2019,Multiparty signed/agreed,1,2188,Oth,,"Hayʼat Tahrīr al-Shām
Abu Omar Badia                                                              

Hurrās ad-Dīn
Abu Abdullah al-Suori   
",,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,Tal Hadya,Smaller,35.995119,36.942429,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2284,3,Agreement for a ceasefire and exchange of prisoners between Tahrir al-Sham and the National Liberation Front (NLF) in Idlib,10/01/2019,Multiparty signed/agreed,1,2918,Cea,Ceas,"On the side of Hayʼat Tahrīr al-Shām                    
[Stamp]+[signature]                                                

On the side of Jabhat al-Wataniya lil-Tahrīr
 Harakat aḥrāru a-Shām al-islāmiyah [Islamic Movement of the Free Men of the Levant]                                                                                    

Jaber Ali Pasha  
 [signature]                                                                                 

Alwiyat Suqour al-Sham [The Sham Falcons Brigades]                                                                                   

Abu Issa al-Shiekh                                                                                  
[signature]                                                                                        ",,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,NA,Region,35.619521,36.783728,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2302,4,Agreement between Harakat Ahraru al-Sham and Hayat Tahrir al-Sham in al-Ghab Plain,09/01/2019,Multiparty signed/agreed,1,2217,Cea,Rel,"Hayat Tahrir al-Sham
Harakat Ahraru al-Sham",,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,al-Ghab area and mountain Shashabo,Region,35.546858,36.405168,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2343,5,Agreement between Tahrir al-Sham and the elders of several villages in al-Ghab Plain ,09/01/2019,Multiparty signed/agreed,1,2612,Cea,Ceas,"Tahrir al-Sham
Elders of the villages of al-Hawash, al-Hawija, al-Hawiz, al-Hurriyyah, al-Hamra, Bab al-Taqah, and Shariyyah",,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,al-Ghab Plain,Region,35.557691,36.346081,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2283,3,Agreement between Tahrir al-Sham and the elders of the village of Hazano,07/01/2019,Multiparty signed/agreed,1,1899,SubPar,Iss,"President of the council of dignitaries at the town on Hazano Brother Salah El-Din Zein                                                  
A representative and a delegate from Hayʼat Tahrīr al-Shām, brother Abu al-Ez ",,,SYR,,652,,299,NA,NA,NA,No,0,1,0,0,0,Hazano,City,36.089771,36.715214,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2340,5,Agreement between Tahrir al-Sham and Nour al-Din al-Zenki in Tal Adeh,30/12/2018,Multiparty signed/agreed,1,2820,Oth,,"National Liberation Front (Nour al-Din al-Zenki Movement), Abdo Zamzam                                                     
National Liberation Front, Jaber Ali al-Basha
Hayat Tahrir al-Sham, Abu Ubaida Kafrhor
",Ansar al-Din ,"Page 1, 4. Conclude a session later between the leadership of the National Front and Hayat Tahrir al-Sham, to discuss the Hayat’s claim of violating the recent agreement between the two parties regarding the city of Darat Azza by al-Zenki [Movement].",SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,Talada,Smaller,36.253028,36.801925,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2172,2,"Babulin Checkpoint Agreement between Hayat Tahir al-Sham (HTS) and the Ahrar al-Sham (AAS), Idlib Countryside",27/11/2018,Multiparty signed/agreed,1,1994,Pre,Conf,"Hayat Tahrir Al Sham
Represented by:
Abu Yasser Al Raubish
[Signed]	Syrian Liberation Front
Represented by:
Waleed Salman
[Signed]
","Guarantor: Al Sham Legion
Represented by:
Abu Shadi Habash [Signed]
",,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,Babulin Checkpoint,Smaller,35.540119,36.660143,"Committee made up of locals (they are nominated as Khalid Saloum, Ahmad Ismael, Khalil Al Abdullah, Saleh Al Saloum and Khalid Al Faris)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2282,3,Agreement between the National Liberation Front and Tahrir al-Sham in the countryside of Aleppo,31/10/2018,Multiparty signed/agreed,1,2561,Cea,Ceas,"Abu Obaida kafarhour [Signature]
al-Shiekh al-Hasan [Signature]
Abu Aseer [Signature]",,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,Kafr Hamra ,Region,36.255843,37.081561,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2171,2,Agreement between National Front for Liberation and the Hayat Tahir al-Sham (HTS),06/10/2018,Multiparty signed/agreed,1,1338,Cea,Rel,"Representative of the National Front Liberation
Abu Al Bara’a Hasan Soufan
[Signed]	

Representative of the Hayat Tahrir Al Sham
Dr. Madhhar Luwais
[Signed]
",,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,"Kafr Halab, Mizanaz, Kafr Nuran",Region,36.06071,36.873517,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2168,2,"Idlib Agreement between Hayat Tahrir al-Sham (HTS), the National Front for Liberation, and Jabhat Ansar al-Din",24/09/2018,Multiparty signed/agreed,1,1508,Cea,Ceas,"Representative of Hayat Tahrir Al Sham, Abu Saad [ILLEGIBLE] [Signed]
Representative of the National Front for Liberation, Abu Al Nour Al Ghab [Signed]
The Ansar Al Din Front, Sheikh Ramiz[Signed]",,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,"al-Hbeit [Hobeit], Sheikh Mustafa",Region,35.440013,36.548661,Jabhat Ansar al-Din ,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2281,3,Agreement between Tahrir al-Sham and Sarmin Shura Council on the raid on the outskirts in the city,29/06/2018,Multiparty signed/agreed,1,2574,Cea,Ceas,"Hayʼat Tahrīr al-Shām   Sa’ad al-Din al-Sabah [Signature] [Stamp]
Sarmin Shura Council   Abu Abdo [Signature]
",Witness   Delegate of Ansār al-Tawhīd Hamza [Signature],,SYR,,652,,299,NA,NA,NA,No,0,1,0,0,0,Sarmin,City,35.903609,36.726565,NA,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2164,2,"Agreement between Hayat Tahrir al-Sham (HTS), Syrian Liberation Front and Suqur al-Sham Brigades",24/04/2018,Multiparty signed/agreed,1,1542,Cea,Ceas,"Hayat Tahrir al-Sham, signed by Abu Muhammed al-Jolani;
Syrian Liberation Front, signed by Hasan Muhammad Soufan;
Suqur al-Sham [Hawks of the Levant] Brigades, signed by Abu Zaher.",,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,NA,Region,35.649813,36.678543,uyt,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2166,2,Decree of the civil administration in the villages of Jbala and Ma'aratamatar,28/02/2018,Multiparty signed/agreed,1,1112,Cea,CeaMix,"Head of the Jbala Local Council [Signed];
Head of the Ma’aratamatar Local Council [Signed];
""military officials from all of the groups that have a presence in the village""",,,SYR,,652,,299,NA,NA,NA,No,0,1,0,0,0,"Jbala [Jabal], Ma'aratamatar [Maar Tamater]",Region,35.573888,36.556102,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2279,3,Agreement between Tahrir al-Sham and the Syrian Liberation Front to de-escalate military presence in the towns of Hama and Idlib provinces,28/02/2018,Multiparty signed/agreed,1,1983,Cea,CeaMix,"From Hayʼat Tahrīr al-Shām   Abu Mahood Khatab [signature]
From Jabhat Tahrīr Suria   Abu al-Yaman Turk [signature]",Guarantor Major   Jamil al-Salih [signature],,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,"Sheikh Mustafa, Kafr Sijnah, Al-Rakaya, Madaaya, Al-Amariah, Muwaqah, Kifrin, Haysh, Tathaya, Khan Sheikhoun, Mork, Kafrzita, and Al-Tamanah",Region,35.449763,36.58855,The agreement was signed with the guarantee of a military leader affiliated with the Free Syrian Army. ,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2161,2,Saraqib Agreement,27/02/2018,Multiparty signed/agreed,1,1206,Cea,Rel,"Hayat Tahrir al-Sham; 
Committee of the Saraqib people
[14 signatories]",,,SYR,,652,,299,NA,NA,NA,No,0,1,0,0,0,Saraqib,City,35.864321,36.807689,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2165,2,Agreement between Harikat Tahrir Suriyya and Hayat Tahrir al-Sham (HTS),27/02/2018,Multiparty signed/agreed,1,934,Cea,Rel,"On behalf of the Syrian Liberation Front, Abu Mahmoud Khattab [Signed];
On behalf of the Hayat Tahrir Al Sham, Abu Al Yaman Qawrak [Signed]",Major Jamil Al Saleh [Signed] (affiliation unknown),,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,Sheikh Mustafa,Smaller,35.520473,36.552152,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2277,3,"Agreement between the Local and Shura Coucils and Jabat Tahrir al-Suriyyah, Tahrir al-Sham and Faylaq al-Sham regarding the village of Kfar Darian, Idlib",27/02/2018,Multiparty signed/agreed,1,4330,Cea,Rel,"Civil Society Representative Ahmed Muhammad  Al-Afan                                                                   
Mukhtar [civil Sharif] of the Village       Abdul Karim   Al-Afan                                         
Council of  the Senate Chairman   Hasan Sharif Mustafa                       
Chairman of Local Council Khalid Jasim 


Representative from    Jabhat Tahrīr Suria                                                                      
Representative from Hayʼat Tahrīr al-Shām                      
Representative from Failaq al-Shām

","Teachers Syndicate in Idlib                                                                                    
                                                                                                  
A representative of the Idlib Provincial Council 
",,SYR,,652,,299,NA,NA,NA,No,1,0,0,0,1,Kafr Dariyan (Kfar Darian) ,City,36.174749,36.66643,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2278,3,Statement issued by the Sheikhoun Shura Council on the handover of Sheikhoun city,27/02/2018,Multiparty signed/agreed,1,474,Cea,Rel,Sheikhoun Shura Council [signature] [stamp],,,SYR,,652,,299,NA,NA,NA,No,1,0,0,0,0,Khan Sheikhoun,City,35.440642,36.650034,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2167,2,Agreement [on payment of diya between Nour al-Din al-Zanki Movement and Hayat Tahrir al-Sham (HTS)],02/02/2018,Multiparty signed/agreed,1,801,SubPar,Iss,"Hayat Tahrir al-Sham ;
Nour al-Din al-Zenki Movement;
Victims's families.
[5 signatories total]",Mediated by third party Sheikh [name illegible],,SYR,,652,,299,NA,NA,NA,No,0,1,0,0,0,NA,Smaller,36.285172,36.851106,Sheikh (name illegible) and victims’ families,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2163,2,Agreement between Syrian Defence Forces (SDF) and the Islamic State (IS),27/11/2017,Multiparty signed/agreed,2,2810,Cea,Ceas,"Islamic State (IS, ISIS);
Syrian Defence Forces (SDF)",,,SYR,,652,,299,NA,NA,NA,No,0,1,0,0,0,al-Hasakah,Region,36.511684,40.742253,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2174,2,"Agreement between Hayat Tahrir al-Sham (HTS) and Nour al-Din al-Zenki, Aleppo Countryside",16/11/2017,Multiparty signed/agreed,1,1282,Cea,Ceas,"Hay'at Tahrir al-Sham [signed]
The Nour al-Din al-Zenki Movement [signed]","Ahrar al-Sham and Jaysh al-Ahrar [role unspecified]
Mediators:
""Sheikh [illegible] and Sheikh Muslih Mohammed al-Uliya’""",,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,Aleppo Countryside,Region,36.140399,36.872665,Sheikh [illegible] and Sheikh Muslih Mohammed al-Uliya’,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Government,133,Intra-Syrian Process (state/non-state),Middle East and North Africa,2001,2,East Qalamoun Ceasefire,05/09/2017,Multiparty signed/agreed,2,6482,Cea,Rel,"Factions of the opposition in Syrian Qalamoun in East Qalamoun (Dhameer, Raheeba, al-Mansoora, al-Nasriyya, Jibal al-Bitra, Jibal al-‘Afr in Raheeba), represented by: Liwa’ al-Sanadiyya, Faylaq al-Rahman, Quwat al-Shaheed Ahmad al-‘Abdo, Jaysh Aswad al-Sharqiyya, Shuhada’ al- Qurateyn, Ahrar al-Sham and Jaysh al-Islam;

Russian Federation.

Two illegible signatures.",,"Page 1, ... [They also agree to respect] the necessity of the cease of fighting within a comprehensive solution in Syria, based on the international resolutions, especially the Declaration of Geneva and the Security Council’s Resolution number 2118 and Resolution number 2254 and the Ankara Agreement for Ceasefire dated 29-12- 2016 and the Agreement of Areas of Reduction of Escalation.",SYR,,652,,299,NA,NA,NA,No,1,0,0,0,1,"East Qalamoun (Dhameer, Raheeba, al-Mansoora, al-Nasriyya, Jibal al-Bitra, Jibal al-‘Afr in Raheeba)",Region,33.871662,36.815218,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Syria,Government,138,Syrian Local Agreements,Middle East and North Africa,2000,2,Ceasefire Faylaq al-Rahman (Free Syrian Army - FSA),21/08/2017,Unilateral document,1,1503,Cea,Rel,Faylaq al-Rahman,,"This [political process] was signed 16/08/2017 in Geneva between the FSA in Jubar and Eastern Ghouta represented by al-Rahman Brigade, and between representatives of the Russian Federation. 
",SYR,,652,,299,NA,NA,NA,No,1,0,0,0,1,"al-Jobeh, Eastern Ghouta",Region,33.905353,36.479501,Russia seems to have facilitated the negotiations between the signing parties. ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Government,133,Intra-Syrian Process (state/non-state),Middle East and North Africa,1999,2,Agreement in East Ghouta and Jubar between the Free Syrian Army (FSA) and Russia,16/08/2017,Multiparty signed/agreed,3,6452,Cea,Rel,"Free Syrian Army in Jubar and East Ghouta, represented by Faylaq al-Rahman [Signed by President of the Political Bureau of the Free Syrian Army in Jubar and East Ghouta, [Illegible]]
","Representative of the Russian Guarantor, [Illegible] 
","[They also respect] the necessity to end hostilities within a comprehensive solution in Syria based on the related international resolutions, especially the Geneva Declaration, Resolutions 2118 and 2254 of the Security Council, the Ankara Agreement for Ceasefire dated 29/12/2016 and the Agreement of Areas of Decreased Escalation. ",SYR,,652,,299,NA,NA,NA,No,1,0,0,0,NA,"al-Jobeh [Jobar], Eastern Ghouta",Region,33.928364,36.496495,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2186,2,Agreement between Hayat Tahrir al-Sham (HTS) and Nour al-Din al-Zenki Movement,13/08/2017,Multiparty signed/agreed,1,420,Pre,Proc,"Hayat Tahrir al-Sham (HTS)
Nour al-Din al-Zenki. 

Signed by Abu Ibrahim and Salama Ahmed [illegible] (not certain whom signed on behalf of which party).",,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,NA,Smaller,36.260414,37.092629,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Government,133,Intra-Syrian Process (state/non-state),Middle East and North Africa,1995,2,"Ceasefire in Towns of Talbisa, Rastan and Al-Hula in Homs Countryside between Syrian Government and Free Syrian Army (FSA)",31/07/2017,Multiparty signed/agreed,1,1306,Cea,Ceas,"‘Moderate Syrian armed opposition’
Syrian Regime","Syrian Tomorrow Movement [Suria al-Ghad]
Russian Ministry of Defence
Egyptian Government",,SYR,,652,,299,NA,NA,NA,No,1,0,0,0,1,Northern Countryside of Homs,Region,34.878199,36.729795,"Syrian Tomorrow Movement, Russian Ministry of Defence, Egyptian government ",1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2185,2,Hayat Tahrir al-Sham (HTS) and Nour al-Din al-Zenki Movement Agreement on Jabal Zawiyya,26/07/2017,Multiparty signed/agreed,1,908,Cea,Rel,"Ahrar Al Sham
Abu Al Saad
[Signed]	

Hayat Tahrir Al Sham
Abu Obaidah Al Shami
[Signed]
",,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,Jabal Zawiyya,Region,35.733345,36.699925,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,1997,2,Agreement on Local Councils between Tribes and Hayat Tahrir al-Sham (HTS),23/07/2017,Multiparty signed/agreed,1,1447,SubPar,MultIss,"Idlib Tribes - six signatories, but all illegible.
[Ostensibly with Hayat Tahrir al-Sham organisation as statement is in response to their call]",,,SYR,,652,,299,NA,NA,NA,No,0,1,0,0,0,NA,Region,35.931901,36.635741,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
