Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,description,stage_label,agt_type,agt_dat,PAX_Hyperlink,PDF_Hyperlink,PAX_Generate_PDF,year,stage_scale
South Sudan,Inter-group,151,South Sudan: Post-secession Local agreements,Africa (excl MENA),2331,5,Internal Cattle Migration Conference,2020-11-20,Multiparty signed/agreed,12,5760,IntraLocal,SubPar,MultIss,"The government of Lakes state and the leaders and representatives of the Dinka Agar community. 

Signed by: 

Hon. Maj. Gen. Makur Kulang Liei
Governor, Lakes State

Madol Mathok Agoldeer
Paramount Chief, Kuei

Majak Agok Machol
Paramount Chief, Aliamtoc 1

Manyang Derder Ajieng
Paramount Chief, Aliamtoc 2

Sebit Kuac Manyiel
Paramount Chief, Rup

Matueny Chapuol Achien
Paramount Chief, Pakam

Mangar Dhal Manyiel
Executive Chief, Kuei

Madeng Manyang Mangar Executive Chief, Aliamtoc 1

John Marial Dongrin 
Executive Chief, Aliamtoc 2

Guong Akoldit Ruoc
Executive Chief, Rup

Mariik Liény Malith
Executive Chief, Pakam


Mariik Makulieny Mawuom
Gelweng Leader, Kuei

Magangrial Madol Makoi
Gelweng Leader, Aliamtoc 1

Maleny Manyuon Gueng
Gelweng Leader, Aliamtoc 2

Matur Majak Makuer
Gelweng Leader, Rup

Poth Deng Yii
Gelweng Leader, Pakam

","Witnessed by: 

Khalif Farah - UNMISS 

David Nyuol Vincent - POF ",,SSD,,626.0,,11345,,,,No,"A cattle migration conference agreement which establishes the conditions for the Dinka Agar community to move their cattle to Toc and is also in part an inter-communal reconciliation to address inter and intra communal conflict in the lakes state and surrounding areas. The agreement provides for compensation to victims of previous conflict and inter-communal cattle disputes.

The agreement also contains annexes which describe pending issues which should be continued through dialogue and efforts from state government and monitoring bodies. These include reference to provisional agreements from the pre-agreement process to this conference and agreement. One annex sets out the list of outstanding issues between communities and on cross-border issues concerning other counties or communities. The second annex sets out the unilateral agreements or statements by each of the communities represented in the signing of this agreement, setting out each of their conditions and grievances which shape the premise of holding this conference and agreement.  ","Framework-substantive, partial",Local,Internal Cattle Migration Conference (2020-11-20),https://www.peaceagreements.org/view/2331,https://www.peaceagreements.org/viewmasterdocument/2331,https://www.peaceagreements.org/generateAgreementPDF/2331,2020,3
South Sudan,Government/territory,107,South Sudan post-secession process,Africa (excl MENA),2313,4,"SSOMA Response to UN Secretary General Call for Immediate Global Ceasefire in Armed
Conflict Countries Related to COVID-19",2020-04-09,Unilateral document,1,3004,Intra,Ren,Reimp,"The Leadership Council of The South Sudan Opposition Movements Alliance (SSOMA), comprising of The National Salvation Front (NAS), South Sudan United Front (SSUF), South Sudan National Movement for Change (SSNMC), The Real Sudan People’s Liberation Movement (R-SPLM), National Democratic Movement Patriotic Front (NDM/PF) and the United Democratic Revolutionary Alliance (UDRA)",,,SSD,,626.0,,11345,,,,No,This statement responds to the UN Secretary General's call for ceasefires in response to the COVID-19 pandemic.  SSOMA commits to a cease while calling for humanitarian assistance and access. ,Renewal,Intrastate,"SSOMA Response to UN Secretary General Call for Immediate Global Ceasefire in Armed
Conflict Countries Related to COVID-19 (2020-04-09)",https://www.peaceagreements.org/view/2313,https://www.peaceagreements.org/viewmasterdocument/2313,https://www.peaceagreements.org/generateAgreementPDF/2313,2020,6
South Sudan,Inter-group,107,South Sudan post-secession process,Africa (excl MENA),2310,4,Pageri Peace Forum Resolutions,2020-03-06,Multiparty signed/agreed,6,11325,IntraLocal,SubComp,FrAg,"A.	Representatives Chiefs

1.	Magret Oliva, PAYAM CHIEF, MOLi
2.	Maku Felix, HEAD CHIEF, PAGERI PAYAM
3.	Isaac Cinya, BOMA CHIEF, MUGALI
4.	John Anzo, HEAD CHIEF, MUGALI
5.	Akim John, CHIEF, BEKANGWA
6.	Bol Kwiir, CHIEF, DINKA COMMUNITY
7.	Martine Bona Akim, CHIEF OPARI
8.	Felix Maku, BOMA CHIEF PAGERI

[Signature to side – not numbered] Koma James Aliku, Chief Nimule, Central Boma
[Signature to side – not numbered] Tobias Nduru, Head Chief of Opari

B.	Representative Civil Society Organisations (CSOs)
1.	Mary Yar WOMEN ASSOCIATION NETWORK NIMULE
2.	Maneno Rukia, PEACE LINK FOUNDATION

C.	Representatives of the Refugees
1.	Taban Michael Ben, Pangirinyang Refugee Camp Uganda

D.	Representative Business Community Nimule
1.      Steward Orule, Representative Business Community, Nimule

E.	Representative Peace Committee, Nimule
1.      Awizia Night Orrick, Chairlady 

F.	Representative Youth, Nimule
1.      Komo Bosco, Youth Leader 
[Signature to side] FADIL SILIMAN, Youth Leader

G.	Representative of Cattle Herders
1.      Abraham Makur Duot, Secretary Cattle Herders in Equatoria Region

H.	Representatives Organize Forces, Commanders
1.	James Omondi, Administrator, Wild Life Conservation, Nimule
2.	David Lohai, Assistant Director, national Civil Defence Service, Nimule
3.	Captain Sunday Silvino Akai Jamus, Acting Chief Inspector of Police, Nimule
4.	Brigadier Angelo Dut Aduol, SSPDF Commander Arttilary Moli
5.	LT COL Majok Deng, Tiger Division, Pageri Barrack
6.	MAJ Akol Amet Major, Tiger Division, Nimule Barrack 
","WITNESSES TO THE AGREEMENT 
I.	Representative Religions Leaders
Fr. Lazarus OLLA, Chair, Person Inter Church Committee (ICC), Nimule
J.	County Authority
1.	John Ohure Teeks, Executive Director
2.	Hon, Emilio Igga, Former County Commissioner 
",,SSD,,626.0,,11345,,,,No,"The agreement includes the resolutions but not the summary of the forum.  The resolutions touch on return and repatriation of displaced populations, trust-building, and managing cattle related disputes and natural resources.","Framework-substantive, comprehensive",Local,Pageri Peace Forum Resolutions (2020-03-06),https://www.peaceagreements.org/view/2310,https://www.peaceagreements.org/viewmasterdocument/2310,https://www.peaceagreements.org/generateAgreementPDF/2310,2020,7
South Sudan,Government/territory,107,South Sudan post-secession process,Africa (excl MENA),2288,4,Rome Declaration on the peace process in South Sudan,2020-01-12,Multiparty signed/agreed,4,3840,Intra,Cea,Ceas,"For the Government of the Republic South Sudan

Barnaba Marial Benjamin - Presidential Advisor and Envoy - Head of Government Delegation

For SSOMA

Thomas Cirillo Swaka, Member of the leadership Council of SSOMA and Chairman of National Salvation Front

Paul Malong Awan Anei, Member of the leadership Council of SSOMA and Chairman of South Sudan United Front/Army 

Pa'gan Amum Okiech, Member of the leadership Council of SSOMA and Interim Chairman of Real-SPLM

Amanuel Yoanes Yor Akol Ajawin, Interim Security General of SSOMA and Chairman of NDM-PF

David Tut Kuiy, Member of SSOMA, Member of UDRM/A

Vakindi Unvu, Member of SSOMA and Chairman of SSNMC
","Witness

Henry Dilah Odwar, SPLM-IO Deputy Chairman

Observer

Samuel Tessema, IGAD - South Sudan Office Representative

Facilitator

Paolo Impagliazzo, Secretary General of the Community of Sant'Egidio",,SSD,,626.0,,11345,1657,,,No,"This declaration by armed groups in South Sudan and the Government of the Republic of South Sudan, commits the groups to a ceasefire and continuing dialogue under the auspices of the Community of Sant'Egidio and regional organisations. ",Ceasefire,Intrastate,Rome Declaration on the peace process in South Sudan (2020-01-12),https://www.peaceagreements.org/view/2288,https://www.peaceagreements.org/viewmasterdocument/2288,https://www.peaceagreements.org/generateAgreementPDF/2288,2020,2
South Sudan,Government/territory,107,South Sudan post-secession process,Africa (excl MENA),2248,3,Communique on the occasion of the tripartite summit on the Revitalised Agreement on Resolution of the Conflict in Republic of South Sudan,2019-11-07,Multiparty signed/agreed,1,2275,InterIntra,Ren,Reimp,"Document version not signed, but listed as participating: 
H.E. Yoweri Kaguta Museveni, President of the Republic of Uganda, H.E. Salva Kiir  Mayardit, President of the Republic of South Sudan and H.E. Abdalftah Alburhan A. Alrahman, President of the Transitional Sovereign Council of Sudan","Not  signed but listed as participating: 
His  Excellency President Museveni and H.E Alburhan of the Republic of Sudan convened the Summit as co-guarantors to the R-ARCSS. The meeting was attended by Dr. Riek Machar, Chairperson of the Sudan People's Liberation Movement in Opposition. Also in attendance was H.E. Stephen Kalonzo Musyoka, Special Envoy of Kenya on South Sudan.",Revitalised Agreement on Resolution of the Conflict in Republic of South Sudan,SSD,,626.0,,11345,,,,No,"The communique lists the agreed points from the tripartite summit on the Revitalised Agreement on Resolution of the Conflict in Republic of South Sudan. The South Sudan representatives agreed to extend the pre-transitional period for 100 days effective from 12 November 2019, and to review progress 50 days after that date. They also agreed to establish a mechanism for Guarantors and Parties to supervise implementation. ",Renewal,Interstate/mixed,Communique on the occasion of the tripartite summit on the Revitalised Agreement on Resolution of the Conflict in Republic of South Sudan (2019-11-07),https://www.peaceagreements.org/view/2248,https://www.peaceagreements.org/viewmasterdocument/2248,https://www.peaceagreements.org/generateAgreementPDF/2248,2019,6
South Sudan,Inter-group,107,South Sudan post-secession process,Africa (excl MENA),2379,5,"1st Review of the Marial Bai Agreement on Cattle Seasonal Movement, Wau State",2019-11-01,Multiparty signed/agreed,12,28469,IntraLocal,Imp,ExtSub,"•	William Bak Uloro (Signatory) – Kangi County 
•	John Utho Achom (Witness) – Kangi County 
•	Elario Ucuir Uyu (Signatory) – Roc Roc Don County 
•	James Aguer Ken (Witness) – Roc Roc Don County 
•	Peter Akuar Auger (Signatory) – Udici County 
•	Bernarto Uyak Uchen (Witness) – Udici County 
•	Nyiyuo Awet Nyiyuo (Signatory) – Kujaena County
•	Elario Den Aken (Witness) - Kujaena County
•	Peter Monylet Deng (Signatory) – Wau Municipality County 
•	Daniel Masimno Juya (Witness) - Wau Municipality County
•	Lual Aleu Mabuon (Signatory) – Marial Bai County 
•	Bol Majok Ngor Dut (Witness) - Marial Bai County
•	William Kamilo Mboro (Signatory) – Bessillia County
•	Raphael Daniel Mande (Witness) - Bessillia County
•	Natale Augustino Zalan (Signatory) – Baggari County 
•	Elias Andrea Ujang (Witness) - Baggari County
•	Gabriel Unango Uguen (Signatory) – Kpaile County 
•	Paul Kamilo Dufan (Witness) - Kpaile County
•	Adhal Kot Kon (Signatory) – Alur County 
•	Uchalla Dhal Nyabang (Witness) - Alur County
•	Athain Akuei Athain (Signatory) - Wau Bai County 
•	Mawein Wol Lony (Witness)  - Wau Bai County
•	Jamus Wol Achuil (Signatory) –  Alel Thony 
•	Isarbino Amet Makuac (Witness) - Alel Thony
•	Arou Kon Arou (Signatory) - Man Alor County 
•	Alphonsio Mawein Arou (Witness) - Man Alor County
•	Aru Athian Aru (Signatory) -  Tonj County 
•	Marko Mabior Ajiec (Witness) - Tonj County
•	Ayii Agiu Kuot (Signatory) – Warra County 
•	Kieu Athian Manoi (Witness) -  Warra County
•	Mathuc Madut Mawein (Signatory) – Pagol County 
•	Marko Mabior Ajiec (Witness) - Pagol County
•	Cikom Ayiei Cikom (Signatory) – Yar County 
•	Marko Mabior Ajiec (Witness) – Yar County 
•	Parum Malek Akuien (Signatory) - Thiet County 
•	Akot Mathiang Deng (Witness) - Thiet County
•	Kur Malek Mathok (Signatory) – Jak County 
•	Marko Mabior Niec (Witness) – Jak County 
•	Mawein Mayol Mawein (Signatory) – Kirik County 
•	John Maker Lon (Witness) -  Kirik County
•	Abraham Nyok Madut (Signatory) - Kuac South County 
•	Chol Yuot Chol (Witness) - Kuac South County
•	Deng Ajiek Agoth (Signatory) - Kuac North County 
•	David Ayok Akook (Witness) - Kuac North County
•	James Kuc Baak (Signatory) -  Aguok South County 
•	Joseph Manut Yel (Witness) - Aguok South County 
•	Wek Deng Ariech (Signatory) - Kuac West County 
•	Malueth Mayen Wol (Witness) - Kuac West County
•	Madut Teng Agany (Signatory) -  Buoyar County 
•	Madut Adup Majok (Witness) - Buoyar County
","Sam Muhumure, UNMISS, Head of Field Office, Wau

Orasio Opiyo, PRWG, Coordinator

Ariech Deng Ariech, TOCH Representative

Thiep Mayuot Deng, NRC Representative

John Lupo Ucin, Malteser Int. Representative

","Page 1: 
This agreement is the 1st review of the Marial Bai Agreement on Cattle Seasonal Movement and the 3rd Bussere review conference of agriculturalists and cattle keepers.",SSD,,626.0,,,,,,No,"In this agreement, representatives of various farming and cattle-breeding communities, engage in a planned review of the previous agreement on managing seasonal cattle movements. The disputes over land and transhumance routes were the source of violence, and this agreement aims to prevent disputes from becoming violent by organising a Dispute Resolution Committee, a Monitoring Committee, and an Interstate Coordinating Committee on Cattle Seasonal Movement. The agreement also sets procedures and compensation for any damage caused to farmers or cattle owners. ",Implementation,Local,"1st Review of the Marial Bai Agreement on Cattle Seasonal Movement, Wau State (2019-11-01)",https://www.peaceagreements.org/view/2379,https://www.peaceagreements.org/viewmasterdocument/2379,https://www.peaceagreements.org/generateAgreementPDF/2379,2019,5
South Sudan,Inter-group,151,South Sudan: Post-secession Local agreements,Africa (excl MENA),2263,4,Kupera County Peace and Reconciliation Communique,2019-03-21,Multiparty signed/agreed,3,3022,IntraLocal,SubPar,MultIss,"The community and government of Kupera county represented by chiefs, elders and government representatives. Signed by: 

Ismail Taban Kango - Paramount Chief Kupera County  
James Ila Charles - Head Chief of Wuji ""B"" Court 
Luka Lasu Philmona - Head Chief of Mundu ""B"" Court   
Thomas Nyobulo - Head Chief Kupera ""B"" Court 
Charles Tabu Dema - Head Chief Korobe ""B"" Court 
Mikaya Wani - Head Chief Koyoki ""B"" Court
Tito lomude Manase - Head Chief Dongoro ""B"" Court  
S.Charles Tabu Dema, 
Mikaya Wani, Head 
Tito lomude Manase, Head 

","Witnessed by: 

Arch Bishop Elias Taban Parangi - Evangelical Presbyterian Church and Head of EPC Peace Desk, Yei River State ",,SSD,,626.0,,11345,,,,No,"A short community reconciliation agreement which attempts to resolve ongoing conflict and community disputes in the local area. Within broader ongoing reconciliation efforts, the agreement provides for setting up further dialogues, security reform and freedom of worship. The local state government also commits to engage with partners to provide agricultural resources and training of community leaders in policing and capacity building.  ","Framework-substantive, partial",Local,Kupera County Peace and Reconciliation Communique (2019-03-21),https://www.peaceagreements.org/view/2263,https://www.peaceagreements.org/viewmasterdocument/2263,https://www.peaceagreements.org/generateAgreementPDF/2263,2019,3
South Sudan,Territory,151,South Sudan: Post-secession Local agreements,Africa (excl MENA),2264,4,Resolutions of Mukaya County Peace and Reconciliation Conference (Yei River State) ,2019-03-16,Multiparty signed/agreed,2,2640,IntraLocal,SubPar,MultIss,"Multiparty community based agreement of reconciliation signed by the following representatives from Mukaya community: 

Scopas Loduo Torujo, Paramount Chief
Martin Tayak James, Head Chief
Joel Bodi Doudi, Head Chief
Robert Lenga Morris, Head Chief
Stephen Lemi Michael, Elder
Mary Tereka Paulo, Women
Laiza Gila Zakayu, Youth
Morgan Allan Lukudu, Intellectual
Keji Joice Nelson, Chair Lady 
Glady Muro Simon, Pastor
","Witnessed by Evangelical Presbyterian Church (EPC) Bishop and head of EPC Peace Desk, Yei River State: 

Arch Bishop Elias Taban Parangi",,SSD,,626.0,,11345,,,,No,"A short community reconciliation agreement which attempts to resolve ongoing conflict and community disputes in the local area. Re-engagement with local fighters in Mukaya, as well as return of stolen property and resolution of local county border disputes are part of the conflict driven resolutions. The agreement also provides for clean drinking water, health infrastructure and reconstruction of roads. ","Framework-substantive, partial",Local,Resolutions of Mukaya County Peace and Reconciliation Conference (Yei River State)  (2019-03-16),https://www.peaceagreements.org/view/2264,https://www.peaceagreements.org/viewmasterdocument/2264,https://www.peaceagreements.org/generateAgreementPDF/2264,2019,3
South Sudan,Inter-group,151,South Sudan: Post-secession Local agreements,Africa (excl MENA),2267,4,Agreement on the Demands of the Equatoria Non-Allied Force (ENAF) Yei State Government NSS/ISB and EPC Peace Desk and Communique,2019-02-18,Multiparty signed/agreed,13,14069,IntraLocal,SubPar,,"Main Agreement:
The Transitional Government of the Republic of South Sudan led by Maj. Gen Joseph Buong Anyardit 
The Equitoria Non-Allied Force led by Maj. Gen. Yanga Moses Yona 

Communiqué:
The Transitional Government of the Republic of South Sudan led by Maj. Gen Joseph Buong Anyardit 
The Equitoria Non-Allied Force led by Maj. Gen. Yanga Moses Yona 


","Main Agreement:
Arch-Bishop Elias Taban Parangi
Hon Emmanuel Adil Anthony

Communiqué
Arch-Bishop Elias Taban Parangi","Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS)
",SSD,,626.0,,,,,,No,"Areement between the government of South Sudan and the ENAF, a breakaway faction of the National Salvation Front (NAS) in the Yei River State, with ceasefire and power-sharing provisions, as well as guarantees of the return of IDPs.  It comes in two parts:  the main agreement, and the supplemental communiqué to the government,.  ","Framework-substantive, partial",Local,Agreement on the Demands of the Equatoria Non-Allied Force (ENAF) Yei State Government NSS/ISB and EPC Peace Desk and Communique (2019-02-18),https://www.peaceagreements.org/view/2267,https://www.peaceagreements.org/viewmasterdocument/2267,https://www.peaceagreements.org/generateAgreementPDF/2267,2019,3
South Sudan,Government,107,South Sudan post-secession process,Africa (excl MENA),2112,2,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),2018-09-12,Multiparty signed/agreed,122,156753,Intra,SubComp,FrAg,"H.E. Salva Kiir Mayardit
President of the Republic of South Sudan for the Incumbent TGoNU

H.E. Dr Riek Machar Teny
Chairman and Commander in Chief of the SPLM/SPLA-IO

Hon. Deng Alor Kuol
For SPLM-Former Detainees

Hon. Gabriel Changson Chang
For the South Sudanese Opposition Alliance 

For Other Political Parties (OPP) of South Sudan 

Hon. Peter Mayen Majongdit
For Umbrella of Political Parties 

Hon. Kornello Kon Ngu
For National Alliance of Political  Parties

Hon. Utaz Joseph Ukel Abango
For United South African Party (USAF)

Hon. Peter Martin Toko Moyi
For United Democratic Salvation Front 

Hon. Steward Sorobo Budia
For United Democratic Party

Hon. Wilson Lionding Sabit
For African National Congress (ANC)

","Stakeholders

Bishop Emeritus Enock Tombe Loro
Faith Based Leader

Sheik Mohamed Hassa Morjan
Faith Based Leader

Prof Mises Machar
For Eminent Personality 

Prof Francis Deng
Prof Eminent Personality

Ms. Mary Akech Bior
For Women’s Bloc

Hon. Rebecca Nyadeng Garang
Eminent Personalities

Mr Simon Akuei Deng
For Business Community

Ms Rita M. Lopidia
For Women Coalition 

Ms Alokiir Malual
For Civil Society of South Sudan 

Prof Pauline Elaine Riak
For Academia

Dr  Koiti Emmily
For  Youth Representative

Mr Biel Boutros Biel
Civil Society Delegate 

Mr Alikayo Aligo Samsom
For Concerned Citizen

Mr Rajab H. Simon Mohandis
Civil Society Delegate 

Mr Edmund Yakano
Civil Society Delegate

Ms Sarah Nyanath Elijah
For Gender Empowerment for South Sudan Organisation 

Shiek Vitale Aligo Samson
For South Sudan Civil Society Alliance 

The Guarantors 
A)	IGAD Heads of State and Government 
H.E. Dr Abiy Ahmed
Prime Minister of the Federal Democratic 
Republic of Ethiopia and Chair of IGAD

H.E. Yoweri Kaguta Museveni
President of the Republic of Uganda

H.E. Omar Hassan Ahmed Al-Bashir
President of the Republic of Sudan 

H.E. Ismail Omar Guelleh
President of the Republic of Diijbouti

H.E. Mohammed Abdullahi Mohamed
President of the Federal Government of Somalia 

H.E. Uhuru Kenyatta
President of the Republic of Kenya and Rapporteur of IGAD


B)	African Union High Level Ad-hoc Committee for South Sudan and African Union Commission 
For the People’ Democratic Republic of Algeria 
For the Republic of Chad
For Federal Republic of Nigeria 
For the Republic of Rwanda
For the Republic of South Africa
For the Chairperson of the African Union Commission 

C)	For the IGAD led Mediation 
H.E. Amb. Dr Ismail Walis
IGAD Special Envoy for South Sudan 

H.E. Al-Dirdiery Mohamed Ahmed
Minister for Foreign Affairs, Republic of Sudan 

D)	International Parties as witnesses 
Representative of the Peoples Republic of China 
Representative of the TROIKA (USA, UK and Norway)
Representative of the European Union 
Representative of the United Nations 
Representative of the IGAD Partners Forum (IPF)
","Page 1, Chapter 1, Preamble 
Mindful of our commitment under the Transitional Constitution of the Republic of South Sudan, 2011, (TCRSS) as amended,· to lay the foundation for a united, peaceful and prosperous society based on justice, equality, respect for human rights and the rule of law;
..
Pursuant to the decision of the Inter-Governmental Authority for Development (IGAD) Assembly of Heads of State and Government at its 31 sr Extra-Ordinary Summit of 12 June 2017, held in Addis Ababa, Ethiopia, which dedded: ""to urgently convene a High-level Revitalisation Forum of the parties to the Agreement on the Resolution of the Conflict in the Republic of South Sudan (ARCSS), including estranged groups to discuss concrete measures, to restore permanent ceasefire, full implementation of the ARCSS, and to develop revised realistic timelines and implementation schedule towards democratic elections at the end of the Transitional Period""; 
Reaffirming the commitments that we have solemnly undertaken in the ARCSS, the High-Level Revitalization Forum, the Khartoum Declaration and the Agreements on the Outstanding Security and Governance Issues; 
Page 31, Chapter 2, 
2.1. The Permanent Ceasefire
2.1.1. The Parties hereby agree that the Permanent Ceasefire signed in the Khartoum Declaration of 27th June 2018, which came into effect on 1st July 2018, shall be observed meticulously throughout the Republic of South Sudan to ensure sustainable peace, and facilitate the operationalization of the Transitional Security Arrangements and the voluntary repatriation, resettlement, rehabilitation and reintegration of returnees and Internally Displaced Persons (IDPs).
2.1.2. In observing the permanent ceasefire, the Parties reiterate all their commitments under the Cessation of Hostilities (CoHA) signed on 21st December 2017.

2.1.4. The Permanent Ceasefire shall apply to all forces of the warring parties and all other forces or militias allied to either Party, and shall be based on the Agreement on Cessation of Hostilities (CoHA), Protection of Civilians and Humanitarian Access of 21st December 2017, and its implementation modalities matrix.

Page 32, Chapter 2
2.1.10. The Parties shall refrain from prohibited actions outlined in the CoHA of 21st December 2017

Page 33, Chapter 2
2.1.10.7. The Parties shall adhere to the obligations outlined in the CoHA of 21st December 2017, which inter-alia include but are not limited to:

2.1.10.7.2. cessation of all hostile military actions as defined in the Co HA of 21st December 2017;


",SSD,,626.0,,11345,1625,,,No,"A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ","Framework-substantive, comprehensive",Intrastate,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS) (2018-09-12),https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112,https://www.peaceagreements.org/generateAgreementPDF/2112,2018,7
South Sudan,Government,107,South Sudan post-secession process,Africa (excl MENA),2111,2,Agreement on Outstanding issues of Governance,2018-08-05,Multiparty signed/agreed,14,20175,Intra,SubPar,MultIss,"For Incumbent TGonu
H.E. Salva Kiir Mayardit
President of the Republic of South Sudan

For SPLM/A-IO
Dr Riek Machar Teny
Chairman of the SPLM/A-IO
","For SSOA [illegible]
For FDs [illegible]
For OPP [illegible]

Francis Madeng Deng
Eminent Personalities
Mohammed Morjan
Faith Based leaders
13
Sarah Nayanth Elijah Yang
Civil Society Organization Outsude (CSO Outsided)
Alokiir Malwal Anguer
Civil Society Organisation (CS0)
Amer Manyok Deng
Women bloc of South Sudan","Page 1, Preamble 
Confirming the commitments that we have solemnly undertaken in the ARCSS
and the Khartoum Declaration, ",SSD,,626.0,,11345,1660,,,No,"Agreement 'bridging' from the R-ARCSS by supplementing/ amending its provisions, in particular by naming who will hold the key government ministries and positions.  ","Framework-substantive, partial",Intrastate,Agreement on Outstanding issues of Governance (2018-08-05),https://www.peaceagreements.org/view/2111,https://www.peaceagreements.org/viewmasterdocument/2111,https://www.peaceagreements.org/generateAgreementPDF/2111,2018,3
South Sudan,Government,107,South Sudan post-secession process,Africa (excl MENA),2110,2,Agreement on Outstanding Issues of Security Arrangements,2018-07-06,Multiparty signed/agreed,6,7914,Intra,Cea,Ceas,"For TGonu
Hon. Michael Majuei Lueth
Minister of Information, Communication Technology and Postal Services
For SPLM/A-IO
Angelina Jany Teny
South Sudan Opposition Alliance (SSOA):
Gabriel Changson Chang
For NAS
Thomas Cirollo Swaka
For NDM
Dr. Lan Akol Ajawin
For SSPM
Hussein Abdelbagi Akol
For SSUM
Matut Gatjuol
For SSNMC
Vakindi David
For SSLM
Bapiny Montuel
For PDM
Leoniz Onek
Witnessed by
The Government of the Sudan
H.E. Gen. psc. Awad Mohammed Ahmed Ibn Ouf
Minister of Defence
The IGAD
H.E. Dr Ismail Wais
IGAD Special Envy for South Sudan ",,"Page 1, Preamble 

Recalling our commitment in the Agreement on Resolution of the Conflict in South Sudan
(ARCSS) signed on 17th August 2015, the Cessation of Hostilities Agreement (COHA) signed
on 21st December 2017 and the Khartoum Declaration signed on 27th June 2018, 

Page 2, 
1. The Permanent Ceasefire: 
1.1. The Parties hereby agree that the Permanent Ceasefire signed in the Khartoum Declaration of 27 June 2018, which came into effect on 1st July 2018, shall be observed meticulously throughout the Republic of South Sudan. 
",SSD,,626.0,,11345,12413,,,No,Agreement between South Sudan’s warring parties on the outstanding issues on security arrangements in particular providing for a ceasefire and DDR.,Ceasefire,Intrastate,Agreement on Outstanding Issues of Security Arrangements (2018-07-06),https://www.peaceagreements.org/view/2110,https://www.peaceagreements.org/viewmasterdocument/2110,https://www.peaceagreements.org/generateAgreementPDF/2110,2018,2
South Sudan,Government,107,South Sudan post-secession process,Africa (excl MENA),2109,2,Khartoum Declaration of Agreement between parties of the Conflict of South Sudan,2018-06-27,Multiparty signed/agreed,4,6047,Intra,Cea,CeaMix,"H.E. Salva Kiir Myardit
President of the Republic of South Sudan
Dr Rick Machar Teny
Chairman- SPLM/OP
Representative of South Sudan Opposition Alliance (SSOA)
Representative of Former Detainees (FD)
Representative of Other Political Parties (OPP)","Guarantor
H.E. Omer Hassan Ahmed El-Bashir
President of the Republic of Sudan
Witnesses:
For IGAD Special Envoys
For the Troika",,SSD,,626.0,,11345,1661,,,No,"An agreement providing for a ceasefire, and aiming to provide for a 'revised bridging proposal' to lead to a 'pre-transitional' period.  The agreement also contains provisions relating to oil and elections, and elements of reconstruction.",Ceasefire,Intrastate,Khartoum Declaration of Agreement between parties of the Conflict of South Sudan (2018-06-27),https://www.peaceagreements.org/view/2109,https://www.peaceagreements.org/viewmasterdocument/2109,https://www.peaceagreements.org/generateAgreementPDF/2109,2018,2
South Sudan,Inter-group,151,South Sudan: Post-secession Local agreements,Africa (excl MENA),2429,6,"Joint Peace Committee Meeting Resolution (Payinjiar, Yitol and Rumbek-Amongpiny) ",2018-05-18,Multiparty signed/agreed,2,5342,IntraLocal,SubPar,MultIss,"Signed by chiefs and representatives from Payinjiar, Yirol and Amongpiny: 

1. Paramount Chief Gordon Chieny Mayom, Payinjiar Community
2. Paramount Chief Andrew Madut Buoi, Yirol Commnity
3. Mr. Buong Kau Chath, Youth Representative Amongpiny","Page 1, unsigned but listed as contributing to the process and supporting implementation: 

The international community with special focus on the partners (PAX + AID and Development Botswana) who have contributed to this process and those who will need to assist in the implementation",,SSD,,626.0,,11345,,,,No,"A short inter-communal dialogue based on a set of meetings establishing conditions for local peace, namely focusing on security organisation stopping inter-community violence and addressing border crimes. The provisions also address pastoralist aspects including cattle raiding and focuses on broader inter-communal trade and development issues, focusing on free movement by road and also return and support of IDPs. ","Framework-substantive, partial",Local,"Joint Peace Committee Meeting Resolution (Payinjiar, Yitol and Rumbek-Amongpiny)  (2018-05-18)",https://www.peaceagreements.org/view/2429,https://www.peaceagreements.org/viewmasterdocument/2429,https://www.peaceagreements.org/generateAgreementPDF/2429,2018,3
